"","x"
"5797",1.05675904479075
"5810",1.05610825145749
"5823",1.05614628223762
"5836",1.05714085142991
"5849",1.05681771220176
"5862",1.05663954808143
"5875",1.0575665598027
"5888",1.05865877337462
"5901",1.06047331505163
"5914",1.06010929350998
"5927",1.06031502553672
"5940",1.0610712047566
"5953",1.0603015894555
"5966",1.06155290340299
"5979",1.06098218902966
"5992",1.06129094046639
"6005",1.06047095140471
"6018",1.05921958375398
"6031",1.0592130726182
"6044",1.05943912295812
"6057",1.06096636753874
"6070",1.06125304352816
"6083",1.06085945269176
"6096",1.059643262908
"6109",1.06036335612436
"6122",1.06085744743398
"6135",1.06029112324202
"6148",1.06178705520753
"6161",1.06145828753477
"6174",1.06126476838375
"6187",1.06124714301515
"6200",1.06061129767422
"6213",1.0606332238269
"6226",1.06221558794628
"6239",1.06223762026621
"6252",1.06149364412105
"6265",1.06075324883893
"6278",1.06067212504789
"6291",1.06026419356957
"6304",1.05986294860988
"6317",1.05870673808313
"6330",1.05823842438706
"6343",1.05843355762016
"6356",1.05783614577237
"6369",1.05707951464671
"6382",1.05730190905392
"6395",1.05618607140344
"6408",1.05576905935968
"6421",1.05616909040063
"6434",1.05573779957483
"6447",1.05668710756582
"6460",1.05684691801705
"6473",1.05906207385255
"6486",1.05932545109597
"6499",1.05920363023849
"7000",1.04205909194133
