-27656,-27702,-27612
-27663,-27702,-27613
-27659,-27692,-27612
-27653,-27691,-27613
-27651,-27707,-27611
-27649,-27691,-27611
-27648,-27698,-27607
-27650,-27698,-27631
-27643,-27695,-27603
-27645,-27695,-27604
-27642,-27693,-27592
-27642,-27692,-27596
-27640,-27692,-27608
-27639,-27692,-27623
-27638,-27692,-27617
-27634,-27693,-27618
-27631,-27693,-27611
-27632,-27696,-27619
-27629,-27693,-27612
-27628,-27694,-27607
-27626,-27674,-27623
-27626,-27671,-27622
-27626,-27671,-27632
-27624,-27670,-27619
-27622,-27671,-27614
-27622,-27669,-27614
-27622,-27665,-27614
-27622,-27666,-27608
-27626,-27668,-27600
-27620,-27667,-27587
-27620,-27667,-27587
-27617,-27667,-27586
-27615,-27666,-27593
-27614,-27666,-27606
-27614,-27673,-27606
-27614,-27670,-27598
-27615,-27673,-27601
-27615,-27673,-27602
-27616,-27670,-27592
-27616,-27669,-27593
-27616,-27667,-27583
-27618,-27665,-27576
-27616,-27664,-27576
-27613,-27665,-27580
-27611,-27664,-27584
-27612,-27665,-27592
-27606,-27664,-27570
-27607,-27665,-27571
-27609,-27662,-27572
-27610,-27663,-27580
-27612,-27645,-27579
-27615,-27643,-27580
-27615,-27643,-27577
-27612,-27647,-27575
-27610,-27647,-27574
-27610,-27648,-27574
-27609,-27648,-27569
-27606,-27647,-27579
-27604,-27647,-27579
-27603,-27648,-27580
-27602,-27648,-27579
-27603,-27651,-27569
-27603,-27645,-27579
-27601,-27637,-27579
-27597,-27636,-27575
-27598,-27643,-27584
-27599,-27641,-27582
-27598,-27651,-27565
-27597,-27649,-27564
-27594,-27631,-27562
-27591,-27635,-27577
-27593,-27633,-27595
-27591,-27627,-27586
-27591,-27638,-27585
-27591,-27637,-27585
-27591,-27634,-27586
-27591,-27632,-27559
-27590,-27629,-27570
-27587,-27630,-27541
-27586,-27619,-27539
-27586,-27619,-27541
-27573,-27621,-27577
-27573,-27620,-27553
-27574,-27623,-27555
-27571,-27626,-27563
-27575,-27622,-27564
-27574,-27625,-27564
-27585,-27617,-27564
-27585,-27622,-27567
-27588,-27630,-27563
-27588,-27636,-27562
-27578,-27634,-27562
-27574,-27626,-27561
-27574,-27624,-27560
-27573,-27635,-27559
-27574,-27636,-27559
-27576,-27639,-27555
-27576,-27633,-27555
-27578,-27634,-27553
-27581,-27636,-27584
-27572,-27630,-27586
-27570,-27637,-27587
-27561,-27628,-27558
-27565,-27626,-27560
-27567,-27629,-27561
-27567,-27628,-27558
-27567,-27631,-27558
-27571,-27627,-27558
-27572,-27628,-27558
-27576,-27628,-27561
-27574,-27626,-27561
-27570,-27623,-27561
-27568,-27622,-27558
-27571,-27616,-27558
-27574,-27613,-27557
-27575,-27613,-27559
-27577,-27620,-27562
-27578,-27633,-27562
-27577,-27631,-27560
-27578,-27629,-27561
-27579,-27618,-27569
-27580,-27626,-27569
-27572,-27620,-27568
-27573,-27619,-27572
-27570,-27617,-27571
-27568,-27618,-27566
-27567,-27623,-27562
-27566,-27622,-27557
-27565,-27617,-27557
-27566,-27612,-27556
-27565,-27608,-27558
-27564,-27610,-27558
-27560,-27598,-27559
-27558,-27596,-27559
-27558,-27595,-27560
-27556,-27611,-27559
-27556,-27611,-27560
-27555,-27602,-27558
-27557,-27604,-27559
-27558,-27613,-27558
-27553,-27612,-27557
-27554,-27598,-27570
-27556,-27600,-27571
-27554,-27601,-27569
-27553,-27611,-27569
-27554,-27616,-27551
-27557,-27640,-27558
-27556,-27637,-27558
-27554,-27636,-27554
-27553,-27635,-27555
-27552,-27617,-27554
-27548,-27613,-27546
-27549,-27612,-27554
-27552,-27614,-27555
-27549,-27606,-27555
-27553,-27609,-27564
-27540,-27608,-27570
-27538,-27609,-27553
-27540,-27607,-27552
-27535,-27602,-27552
-27534,-27605,-27552
-27538,-27610,-27567
-27544,-27612,-27542
-27547,-27612,-27530
-27547,-27611,-27534
-27550,-27611,-27534
-27550,-27611,-27531
-27550,-27611,-27528
-27550,-27622,-27550
-27542,-27622,-27550
-27538,-27621,-27550
-27537,-27618,-27550
-27533,-27618,-27548
-27533,-27628,-27521
-27534,-27629,-27521
-27538,-27607,-27532
-27536,-27608,-27529
-27522,-27609,-27533
-27521,-27608,-27531
-27519,-27608,-27543
-27518,-27626,-27538
-27519,-27626,-27534
-27517,-27600,-27538
-27519,-27599,-27534
-27520,-27599,-27536
-27520,-27598,-27541
-27516,-27597,-27533
-27516,-27597,-27542
-27539,-27597,-27544
-27539,-27615,-27550
-27542,-27615,-27550
-27544,-27616,-27550
-27544,-27616,-27549
-27544,-27613,-27522
-27545,-27613,-27533
-27540,-27615,-27523
-27540,-27624,-27536
-27541,-27624,-27524
-27541,-27607,-27524
-27543,-27608,-27534
-27542,-27608,-27535
-27542,-27609,-27529
-27544,-27606,-27522
-27544,-27606,-27523
-27543,-27608,-27531
-27544,-27611,-27545
-27542,-27612,-27544
-27541,-27610,-27545
-27541,-27609,-27536
-27541,-27607,-27536
-27540,-27607,-27537
-27542,-27600,-27525
-27540,-27600,-27525
-27539,-27607,-27525
-27539,-27614,-27528
-27543,-27611,-27527
-27544,-27611,-27529
-27544,-27606,-27528
-27544,-27607,-27532
-27543,-27608,-27522
-27541,-27608,-27518
-27543,-27607,-27519
-27544,-27607,-27519
-27544,-27607,-27523
-27544,-27607,-27522
-27542,-27609,-27524
-27541,-27608,-27520
-27542,-27610,-27517
-27542,-27608,-27516
-27544,-27611,-27513
-27544,-27603,-27509
-27543,-27600,-27518
-27544,-27601,-27512
-27546,-27603,-27510
-27547,-27603,-27515
-27547,-27606,-27525
-27546,-27604,-27524
-27543,-27603,-27524
-27545,-27602,-27525
-27542,-27604,-27514
-27544,-27602,-27521
-27540,-27601,-27519
-27538,-27601,-27529
-27538,-27599,-27524
-27539,-27599,-27520
-27534,-27621,-27523
-27535,-27623,-27530
-27537,-27621,-27530
-27537,-27612,-27531
-27536,-27612,-27533
-27535,-27611,-27533
-27538,-27606,-27532
-27540,-27597,-27531
-27540,-27594,-27532
-27542,-27603,-27534
-27543,-27605,-27529
-27540,-27605,-27530
-27540,-27605,-27525
-27539,-27605,-27519
-27540,-27605,-27515
-27540,-27595,-27518
-27540,-27592,-27535
-27539,-27592,-27533
-27538,-27589,-27531
-27534,-27578,-27531
-27539,-27578,-27535
-27539,-27576,-27528
-27539,-27574,-27531
-27538,-27575,-27535
-27536,-27575,-27536
-27538,-27590,-27531
-27535,-27591,-27529
-27535,-27592,-27531
-27529,-27592,-27527
-27529,-27592,-27528
-27529,-27592,-27528
-27532,-27594,-27527
-27530,-27592,-27525
-27529,-27584,-27524
-27529,-27596,-27533
-27529,-27596,-27522
-27528,-27598,-27502
-27528,-27603,-27502
-27530,-27603,-27508
-27531,-27603,-27502
-27533,-27591,-27514
-27535,-27591,-27497
-27536,-27591,-27485
-27536,-27591,-27492
-27535,-27592,-27491
-27544,-27591,-27486
-27543,-27593,-27487
-27543,-27595,-27505
-27542,-27595,-27507
-27544,-27592,-27514
-27544,-27589,-27527
-27544,-27588,-27510
-27542,-27589,-27502
-27538,-27589,-27504
-27538,-27597,-27505
-27537,-27594,-27522
-27533,-27582,-27490
-27531,-27584,-27490
-27533,-27584,-27500
-27533,-27585,-27507
-27532,-27585,-27496
-27531,-27585,-27503
-27532,-27586,-27502
-27532,-27585,-27498
-27530,-27581,-27511
-27529,-27583,-27508
-27529,-27598,-27507
-27533,-27602,-27530
-27532,-27593,-27529
-27531,-27602,-27509
-27527,-27584,-27510
-27529,-27583,-27504
-27527,-27586,-27503
-27527,-27586,-27501
-27526,-27589,-27504
-27526,-27587,-27500
-27526,-27585,-27499
-27526,-27579,-27509
-27526,-27584,-27496
-27523,-27585,-27494
-27524,-27584,-27483
-27524,-27592,-27491
-27524,-27592,-27482
-27523,-27591,-27482
-27523,-27598,-27479
-27523,-27597,-27479
-27523,-27598,-27477
-27519,-27599,-27474
-27520,-27597,-27479
-27520,-27585,-27482
-27519,-27585,-27493
-27518,-27585,-27494
-27518,-27586,-27495
-27517,-27581,-27495
-27518,-27583,-27496
-27520,-27583,-27495
-27521,-27580,-27493
-27521,-27582,-27489
-27520,-27579,-27497
-27520,-27579,-27502
-27520,-27575,-27512
-27524,-27575,-27504
-27521,-27574,-27504
-27521,-27574,-27500
-27520,-27573,-27503
-27520,-27571,-27494
-27520,-27571,-27491
-27520,-27571,-27499
-27520,-27568,-27501
-27519,-27567,-27491
-27522,-27566,-27484
-27520,-27566,-27479
-27521,-27575,-27494
-27518,-27573,-27499
-27519,-27572,-27512
-27519,-27572,-27504
-27516,-27543,-27489
-27523,-27547,-27491
-27524,-27545,-27487
-27524,-27543,-27481
-27525,-27543,-27482
-27524,-27543,-27491
-27523,-27543,-27494
-27521,-27541,-27486
-27520,-27538,-27491
-27520,-27537,-27484
-27518,-27538,-27491
-27516,-27538,-27493
-27518,-27544,-27498
-27520,-27544,-27489
-27520,-27539,-27490
-27521,-27539,-27485
-27521,-27538,-27488
-27522,-27543,-27492
-27526,-27542,-27485
-27524,-27542,-27484
-27521,-27545,-27481
-27521,-27544,-27477
-27523,-27550,-27468
-27523,-27563,-27472
-27525,-27564,-27477
-27525,-27560,-27476
-27522,-27560,-27476
-27522,-27560,-27481
-27522,-27560,-27472
-27523,-27543,-27478
-27523,-27543,-27484
-27523,-27543,-27486
-27523,-27544,-27486
-27523,-27543,-27479
-27524,-27557,-27473
-27525,-27558,-27489
-27527,-27560,-27487
-27526,-27562,-27485
-27526,-27565,-27478
-27525,-27566,-27479
-27525,-27557,-27479
-27525,-27555,-27483
-27525,-27554,-27482
-27524,-27551,-27478
-27522,-27533,-27474
-27522,-27531,-27477
-27526,-27531,-27491
-27526,-27534,-27493
-27533,-27534,-27486
-27535,-27539,-27494
-27536,-27534,-27489
-27536,-27533,-27488
-27537,-27532,-27478
-27534,-27531,-27479
-27534,-27530,-27474
-27532,-27537,-27480
-27530,-27537,-27474
-27528,-27534,-27476
-27530,-27534,-27474
-27532,-27532,-27481
-27530,-27533,-27481
-27530,-27534,-27479
-27530,-27530,-27482
-27533,-27558,-27480
-27532,-27555,-27477
-27532,-27555,-27474
-27536,-27555,-27474
-27533,-27556,-27463
-27533,-27537,-27469
-27534,-27534,-27475
-27533,-27534,-27488
-27533,-27535,-27488
-27534,-27535,-27488
-27533,-27533,-27482
-27533,-27533,-27486
-27539,-27534,-27485
-27536,-27533,-27472
-27534,-27531,-27472
-27526,-27529,-27470
-27526,-27533,-27469
-27526,-27532,-27468
-27525,-27532,-27462
-27524,-27536,-27463
-27522,-27534,-27462
-27523,-27530,-27474
-27523,-27529,-27488
-27523,-27529,-27489
-27517,-27529,-27489
-27523,-27528,-27485
-27528,-27528,-27473
-27525,-27530,-27473
-27526,-27523,-27473
-27528,-27524,-27471
-27528,-27524,-27482
-27528,-27520,-27485
-27527,-27526,-27483
-27527,-27529,-27482
-27527,-27529,-27483
-27525,-27513,-27484
-27526,-27544,-27466
-27529,-27545,-27468
-27529,-27545,-27454
-27527,-27551,-27458
-27526,-27554,-27457
-27526,-27558,-27451
-27526,-27557,-27451
-27526,-27557,-27461
-27522,-27553,-27461
-27524,-27557,-27456
-27525,-27532,-27463
-27525,-27539,-27481
-27524,-27535,-27478
-27524,-27547,-27472
-27524,-27547,-27472
-27524,-27548,-27484
-27524,-27545,-27485
-27524,-27545,-27472
-27524,-27545,-27474
-27526,-27545,-27457
-27527,-27524,-27457
-27529,-27518,-27461
-27529,-27518,-27459
-27526,-27515,-27460
-27524,-27513,-27463
-27525,-27512,-27471
-27526,-27513,-27472
-27526,-27537,-27475
-27520,-27538,-27471
-27519,-27543,-27482
-27517,-27542,-27472
-27519,-27540,-27472
-27523,-27537,-27463
-27522,-27541,-27458
-27521,-27540,-27462
-27521,-27540,-27480
-27522,-27539,-27471
-27521,-27536,-27463
-27518,-27531,-27462
-27519,-27532,-27459
-27519,-27532,-27460
-27521,-27532,-27465
-27521,-27532,-27466
-27521,-27547,-27472
-27521,-27547,-27472
-27521,-27551,-27472
-27521,-27550,-27473
-27521,-27550,-27484
-27520,-27546,-27488
-27516,-27547,-27476
-27516,-27547,-27474
-27517,-27547,-27469
-27516,-27547,-27469
-27520,-27547,-27470
-27519,-27549,-27474
-27520,-27526,-27470
-27519,-27526,-27476
-27518,-27526,-27476
-27516,-27526,-27480
-27516,-27528,-27473
-27515,-27528,-27473
-27515,-27526,-27479
-27515,-27530,-27488
-27515,-27531,-27481
-27516,-27531,-27477
-27515,-27532,-27481
-27514,-27534,-27484
-27510,-27535,-27487
-27511,-27535,-27486
-27510,-27536,-27486
-27510,-27535,-27486
-27510,-27535,-27478
-27511,-27535,-27472
-27513,-27532,-27483
-27513,-27534,-27490
-27514,-27534,-27490
-27514,-27529,-27480
-27512,-27529,-27478
-27512,-27527,-27487
-27511,-27528,-27473
-27512,-27526,-27476
-27510,-27528,-27481
-27509,-27528,-27473
-27509,-27530,-27472
-27512,-27531,-27473
-27510,-27536,-27485
-27510,-27537,-27482
-27512,-27537,-27487
-27512,-27529,-27491
-27512,-27534,-27490
-27513,-27526,-27496
-27513,-27527,-27479
-27512,-27525,-27477
-27513,-27530,-27491
-27513,-27529,-27489
-27513,-27529,-27487
-27513,-27529,-27481
-27509,-27529,-27467
-27508,-27528,-27470
-27508,-27527,-27478
-27504,-27515,-27479
-27505,-27514,-27480
-27505,-27515,-27475
-27506,-27516,-27475
-27506,-27517,-27482
-27504,-27517,-27486
-27507,-27515,-27486
-27508,-27516,-27482
-27509,-27516,-27484
-27508,-27543,-27478
-27506,-27543,-27469
-27506,-27543,-27472
-27509,-27530,-27473
-27510,-27536,-27460
-27512,-27526,-27472
-27511,-27528,-27476
-27510,-27528,-27470
-27512,-27528,-27471
-27508,-27525,-27468
-27508,-27522,-27469
-27505,-27522,-27479
-27506,-27523,-27479
-27507,-27523,-27481
-27506,-27524,-27479
-27506,-27524,-27473
-27508,-27524,-27471
-27506,-27518,-27470
-27508,-27517,-27470
-27507,-27517,-27462
-27505,-27517,-27477
-27506,-27517,-27492
-27506,-27517,-27465
-27510,-27517,-27464
-27510,-27515,-27462
-27511,-27514,-27463
-27511,-27515,-27452
-27515,-27515,-27450
-27515,-27513,-27446
-27515,-27511,-27455
-27515,-27513,-27455
-27516,-27509,-27470
-27516,-27518,-27463
-27517,-27520,-27466
-27517,-27522,-27457
-27515,-27507,-27455
-27515,-27508,-27457
-27513,-27507,-27461
-27510,-27506,-27470
-27510,-27506,-27470
-27510,-27505,-27472
-27510,-27504,-27471
-27511,-27502,-27463
-27510,-27502,-27463
-27509,-27502,-27463
-27508,-27502,-27486
-27512,-27501,-27488
-27512,-27499,-27483
-27509,-27499,-27482
-27508,-27495,-27482
-27498,-27493,-27481
-27497,-27493,-27485
-27494,-27494,-27485
-27495,-27494,-27487
-27497,-27494,-27485
-27497,-27492,-27485
-27497,-27501,-27473
-27496,-27501,-27476
-27497,-27496,-27461
-27499,-27495,-27463
-27498,-27494,-27465
-27499,-27493,-27474
-27498,-27493,-27471
-27498,-27493,-27471
-27498,-27499,-27471
-27499,-27494,-27467
-27496,-27492,-27480
-27495,-27508,-27467
-27496,-27508,-27469
-27494,-27472,-27463
-27494,-27473,-27466
-27496,-27474,-27468
-27496,-27474,-27459
-27495,-27472,-27459
-27495,-27472,-27464
-27471,-27471,-27476
-27471,-27471,-27478
-27472,-27470,-27476
-27472,-27477,-27476
-27469,-27479,-27474
-27470,-27498,-27486
-27467,-27497,-27485
-27467,-27497,-27484
-27467,-27481,-27484
-27464,-27487,-27483
-27465,-27487,-27484
-27465,-27485,-27485
-27464,-27486,-27487
-27464,-27486,-27488
-27464,-27488,-27480
-27464,-27488,-27481
-27464,-27487,-27484
-27464,-27487,-27481
-27464,-27490,-27481
-27463,-27490,-27457
-27465,-27492,-27458
-27465,-27493,-27458
-27465,-27486,-27468
-27467,-27485,-27469
-27466,-27485,-27474
-27467,-27486,-27471
-27467,-27487,-27472
-27468,-27487,-27468
-27468,-27490,-27470
-27470,-27486,-27465
-27470,-27485,-27463
-27468,-27485,-27456
-27472,-27492,-27452
-27471,-27496,-27461
-27470,-27496,-27468
-27467,-27492,-27453
-27468,-27479,-27460
-27468,-27479,-27460
-27469,-27479,-27478
-27470,-27479,-27483
-27469,-27479,-27478
-27467,-27475,-27463
-27504,-27475,-27473
-27504,-27476,-27468
-27504,-27476,-27464
-27503,-27477,-27464
-27499,-27488,-27470
-27502,-27489,-27477
-27502,-27489,-27481
-27502,-27489,-27458
-27504,-27489,-27466
-27510,-27489,-27465
-27508,-27490,-27462
-27509,-27490,-27469
-27512,-27491,-27471
-27508,-27490,-27477
-27508,-27471,-27477
-27511,-27471,-27483
-27509,-27474,-27461
-27502,-27474,-27455
-27500,-27474,-27478
-27500,-27479,-27470
-27501,-27481,-27462
-27501,-27481,-27464
-27499,-27481,-27462
-27500,-27482,-27462
-27497,-27506,-27476
-27497,-27505,-27473
-27497,-27505,-27472
-27497,-27506,-27479
-27476,-27506,-27479
-27475,-27504,-27469
-27477,-27504,-27470
-27476,-27498,-27475
-27476,-27481,-27476
-27476,-27482,-27467
-27476,-27481,-27473
-27476,-27484,-27482
-27478,-27486,-27483
-27478,-27484,-27479
-27482,-27485,-27471
-27481,-27484,-27472
-27480,-27484,-27473
-27480,-27492,-27471
-27481,-27492,-27470
-27483,-27492,-27468
-27479,-27493,-27467
-27479,-27492,-27467
-27480,-27491,-27476
-27480,-27492,-27478
-27479,-27490,-27476
-27478,-27492,-27476
-27477,-27489,-27475
-27478,-27488,-27465
-27478,-27487,-27469
-27479,-27486,-27469
-27480,-27486,-27472
-27481,-27486,-27477
-27480,-27478,-27477
-27479,-27476,-27476
-27480,-27474,-27484
-27479,-27474,-27482
-27476,-27474,-27495
-27476,-27475,-27493
-27476,-27476,-27483
-27477,-27474,-27501
-27477,-27474,-27494
-27476,-27473,-27495
-27476,-27472,-27496
-27480,-27470,-27482
-27481,-27483,-27473
-27480,-27482,-27474
-27480,-27481,-27454
-27480,-27481,-27482
-27480,-27480,-27481
-27480,-27490,-27488
-27478,-27490,-27482
-27474,-27493,-27486
-27476,-27492,-27474
-27474,-27493,-27472
-27474,-27492,-27493
-27474,-27458,-27489
-27475,-27464,-27490
-27476,-27464,-27485
-27476,-27475,-27472
-27476,-27473,-27471
-27475,-27477,-27476
-27474,-27475,-27471
-27476,-27475,-27471
-27476,-27475,-27470
-27473,-27456,-27486
-27474,-27467,-27483
-27474,-27463,-27477
-27474,-27464,-27470
-27474,-27464,-27471
-27474,-27466,-27479
-27472,-27470,-27476
-27472,-27471,-27475
-27476,-27472,-27475
-27474,-27469,-27470
-27474,-27469,-27465
-27470,-27469,-27470
-27470,-27469,-27474
-27470,-27470,-27479
-27469,-27471,-27481
-27470,-27471,-27485
-27471,-27470,-27493
-27471,-27465,-27472
-27471,-27465,-27479
-27469,-27472,-27487
-27469,-27479,-27484
-27467,-27481,-27485
-27468,-27481,-27486
-27468,-27479,-27485
-27469,-27479,-27476
-27469,-27479,-27473
-27470,-27478,-27459
-27470,-27475,-27462
-27469,-27478,-27471
-27469,-27478,-27461
-27469,-27479,-27472
-27469,-27482,-27472
-27469,-27483,-27471
-27469,-27484,-27468
-27467,-27485,-27457
-27467,-27486,-27454
-27468,-27486,-27455
-27468,-27484,-27454
-27467,-27482,-27455
-27465,-27482,-27452
-27467,-27485,-27457
-27465,-27482,-27457
-27467,-27482,-27455
-27470,-27476,-27455
-27473,-27475,-27447
-27473,-27476,-27447
-27476,-27476,-27444
-27476,-27480,-27445
-27475,-27480,-27462
-27470,-27501,-27463
-27472,-27501,-27463
-27469,-27457,-27465
-27469,-27457,-27469
-27469,-27456,-27458
-27467,-27455,-27457
-27468,-27455,-27450
-27468,-27457,-27451
-27468,-27456,-27451
-27468,-27457,-27467
-27468,-27457,-27467
-27470,-27463,-27467
-27469,-27462,-27456
-27471,-27460,-27462
-27470,-27461,-27479
-27468,-27461,-27472
-27467,-27461,-27474
-27466,-27464,-27462
-27466,-27465,-27467
-27464,-27486,-27470
-27466,-27487,-27470
-27467,-27485,-27477
-27465,-27495,-27476
-27461,-27494,-27476
-27460,-27494,-27471
-27462,-27496,-27470
-27462,-27496,-27465
-27460,-27497,-27466
-27459,-27497,-27463
-27460,-27498,-27471
-27460,-27498,-27464
-27460,-27498,-27461
-27458,-27497,-27461
-27457,-27495,-27472
-27457,-27494,-27488
-27457,-27487,-27502
-27457,-27487,-27484
-27458,-27487,-27480
-27458,-27487,-27472
-27458,-27490,-27456
-27456,-27491,-27454
-27456,-27491,-27477
-27457,-27463,-27472
-27457,-27463,-27470
-27456,-27469,-27463
-27459,-27469,-27461
-27459,-27469,-27463
-27455,-27469,-27456
-27454,-27469,-27453
-27455,-27470,-27458
-27455,-27470,-27458
-27455,-27470,-27458
-27455,-27470,-27463
-27455,-27470,-27454
-27457,-27488,-27453
-27460,-27487,-27469
