"","x"
"8111",1.01274200774941
"8131",1.01255067883025
"8151",1.01261609603273
"8171",1.01264770600841
"8191",1.01259117539038
"8211",1.01312656201017
"8231",1.01296509072267
"8251",1.01237294068545
"8271",1.01167598171457
"8291",1.01168965729149
"8311",1.01222170027272
"8331",1.01209302039024
"8351",1.01234242755834
"8371",1.01213109557725
"8391",1.01177832583369
"8411",1.01152730318278
"8431",1.01172005580023
"8451",1.01163145531703
"8471",1.01130738836748
"8491",1.01190306893871
"8511",1.01264514092424
"8531",1.01286853759848
"8551",1.01269555446116
"8571",1.01242825794165
"8591",1.01223496675123
"8611",1.0118736057563
"8631",1.01214227648496
"8651",1.01230360361315
"8671",1.0117766661991
"8691",1.01171408418197
"8711",1.01148072445693
"8731",1.01132491996505
"8751",1.0112915109109
"8771",1.01168817717173
"8791",1.01166396885658
"8811",1.0114180630602
"8831",1.01093385160918
"8851",1.01053372170253
"8871",1.01080752450339
"8891",1.01097571234974
"8911",1.01157175298052
"8931",1.01223720644898
"8951",1.01214385766001
"8971",1.01213740857279
"8991",1.01244708929043
"9011",1.01252060159024
"9031",1.01212318111478
"9051",1.0123509211798
"9071",1.01258727105458
"9091",1.01297713969667
"9111",1.01319576548678
"9131",1.01346043797006
"9151",1.0138871340282
"9171",1.01388173894281
"9191",1.01347614925384
"9211",1.01287063068758
"9231",1.01240432100834
"9251",1.01219925481445
"9271",1.01211559629347
"9291",1.01187605770291
"9311",1.01145027144681
"9331",1.01119353147394
"9351",1.01079780765082
"9371",1.01020201952204
"9391",1.00990399743222
"9411",1.00978890480094
"9431",1.00938112747231
"9451",1.00942010475582
"9471",1.00938407555482
"9491",1.00888317037928
"9511",1.00879932237652
"9531",1.00868971778091
"9551",1.00818671514843
"9571",1.00742714769674
"9591",1.00699204877166
"9611",1.00620491870354
"9631",1.00587179131384
"9651",1.00568031370305
"9671",1.00545345251511
"9691",1.00537623615004
"9711",1.0054656076524
"9731",1.00530457151574
"9751",1.00542129620064
"9771",1.00542318128802
"9791",1.00566858114921
"9811",1.00571477033269
"9831",1.00522147204338
"9851",1.00493368098121
"9871",1.00502443352047
"9891",1.00539293561532
"9911",1.00547453264603
"9931",1.005418003351
"9951",1.00527772706983
"9971",1.00497335200687
"10000",1.00506570817445
