-4420.8,-4477.2,-4607.4,-4717.6
-4276.3,-4474.3,-4551.6,-4586.5
-4212,-4399.2,-4551.7,-4473.7
-4211.3,-4390.3,-4479.5,-4391.8
-4117.9,-4337.5,-4478.3,-4258.7
-4093.7,-4337.7,-4455.3,-4258.7
-4079.1,-4306.6,-4366.5,-4248.6
-4075.7,-4213.5,-4367.2,-4227.3
-4034.9,-4194.6,-4367,-4080.8
-4029.2,-4180.9,-4335.4,-4081.2
-4024,-4176.6,-4326.2,-3925.7
-4013.8,-4165.7,-4291.7,-3898.4
-3991.5,-4144.1,-4272,-3877.1
-3984.8,-4128.8,-4166.8,-3859.1
-3962.9,-4092.1,-4166.8,-3853
-3932.7,-4087.7,-4163.7,-3856.1
-3929.9,-3997.8,-4140.4,-3848.2
-3928.9,-3935.6,-4096.1,-3815.6
-3922.7,-3900.2,-4038.4,-3815.8
-3880.7,-3896.3,-4024,-3806.8
-3880.3,-3896.3,-4023.7,-3808.6
-3849.9,-3877.7,-3989.8,-3808.6
-3847.9,-3873.8,-3992.2,-3808
-3847.6,-3872.5,-3991.6,-3805.7
-3847.6,-3869,-3988.8,-3805.8
-3847.6,-3869,-3989.4,-3805.8
-3847.6,-3868.5,-3992.8,-3805.8
-3863.4,-3869.1,-3986.7,-3805.8
-3849.4,-3868.8,-3987.4,-3805.8
-3849.4,-3869,-3907.6,-3810.8
-3848.7,-3868.7,-3907.3,-3811.6
-3848.7,-3868.7,-3907.3,-3809.4
-3848.3,-3868.9,-3865.2,-3807.3
-3847,-3869.4,-3864,-3788.1
-3846,-3869.6,-3864.6,-3785.5
-3844.6,-3868.7,-3830.2,-3785.5
-3844,-3868.5,-3826.8,-3792.1
-3844.3,-3869.1,-3818.5,-3791.7
-3844.4,-3868.7,-3813.2,-3793.4
-3844.4,-3865.2,-3814.6,-3796.7
-3845.3,-3865.2,-3811.4,-3795.3
-3842.5,-3865.6,-3804.9,-3793
-3843.2,-3866.7,-3804,-3790.7
-3829.3,-3870.5,-3804.3,-3794.8
-3827.3,-3869.7,-3799.5,-3792.3
-3825,-3869.2,-3801.1,-3789.3
-3821.8,-3869.7,-3800.9,-3787.2
-3821.4,-3869.4,-3804.2,-3786.7
-3809,-3870.1,-3800.9,-3791.4
-3812.3,-3866.4,-3797.7,-3791.9
-3813,-3866.9,-3796.1,-3792.8
-3808.5,-3865.5,-3798.1,-3794
-3809.8,-3866.1,-3795.7,-3789.1
-3809.8,-3865.7,-3795,-3793
-3806.5,-3863.1,-3794.9,-3792
-3800.7,-3857.2,-3798.6,-3785.3
-3790.1,-3857.4,-3796.1,-3787
-3790.1,-3852.6,-3796.4,-3790.2
-3773,-3852.9,-3794.9,-3788.2
-3773.1,-3852.9,-3794.7,-3793.2
-3774.3,-3853,-3795.6,-3790.7
-3777.1,-3852.9,-3795.8,-3790.7
-3776.8,-3852.9,-3797.4,-3790.2
-3784.3,-3836.2,-3794.6,-3793.8
-3781,-3836.2,-3794.6,-3793.2
-3780.7,-3803.2,-3796.2,-3791.8
-3778.6,-3796.9,-3793.3,-3793.9
-3778.8,-3801,-3807.2,-3795.7
-3778.8,-3783,-3807,-3793.9
-3779,-3781.3,-3808.2,-3794.7
-3778.8,-3784.7,-3797.1,-3793.6
-3779.1,-3775.7,-3796.7,-3794.1
-3780.6,-3776.4,-3797.3,-3794.4
-3780.4,-3777.5,-3796.8,-3797
-3782.1,-3784.2,-3808.1,-3794.6
-3782,-3784.2,-3808,-3791.4
-3781.7,-3779.2,-3796.7,-3800.7
-3781.9,-3777.3,-3800.6,-3800.3
-3781.7,-3777.3,-3800.5,-3802.1
-3781.7,-3782,-3800.3,-3793.9
-3780.9,-3776.2,-3800.1,-3795
-3780.3,-3778.1,-3797.4,-3804.5
-3772.2,-3775.3,-3798.1,-3804.4
-3772.4,-3774.5,-3798.1,-3801.3
-3772.4,-3774.2,-3799.1,-3801.9
-3772.4,-3774.3,-3810.9,-3801
-3774.1,-3775.7,-3812.7,-3801
-3772.2,-3776.1,-3812.7,-3801.6
-3773.1,-3776.1,-3811.5,-3801.6
-3775.4,-3783.1,-3811.6,-3803.5
-3775.8,-3779.3,-3811.5,-3799.8
-3774.8,-3779.3,-3811.6,-3801.3
-3773.2,-3779.3,-3809.8,-3799.6
-3774.4,-3775.6,-3809.7,-3797.6
-3773.4,-3777.5,-3811.3,-3797.9
-3777.9,-3779.3,-3811.3,-3793.7
-3776.7,-3779.9,-3810.4,-3796.7
-3776.7,-3778.2,-3811.6,-3798.2
-3778.2,-3780.8,-3810.4,-3797.9
-3778.2,-3780.8,-3809.2,-3799.4
-3778.2,-3780.6,-3796.6,-3798.4
-3776.3,-3777.9,-3796.7,-3796.6
-3776.3,-3787.7,-3796.5,-3794.9
-3780.2,-3787.7,-3801.5,-3797.5
-3780.2,-3781.3,-3799.1,-3788.1
-3780.9,-3781.3,-3801.7,-3789.5
-3790.5,-3772.8,-3801.7,-3788.9
-3790.5,-3777.7,-3797.9,-3789.5
-3781.9,-3777.7,-3797.8,-3791.5
-3780.1,-3775.9,-3801,-3788.5
-3785.7,-3772.1,-3801,-3775.9
-3781.1,-3782.3,-3801,-3770.9
-3778.6,-3782.3,-3799.9,-3775.4
-3783.7,-3783.9,-3801.6,-3777.6
-3783.3,-3783.9,-3800.5,-3779.1
-3784.5,-3782.5,-3802.4,-3788.4
-3783.9,-3778.5,-3802.5,-3786.4
-3784.6,-3773.1,-3802.3,-3799
-3781.5,-3781,-3802.5,-3799
-3780.9,-3774.5,-3802.5,-3809
-3778.5,-3784.4,-3802.7,-3809
-3777.6,-3782.3,-3801.5,-3801.8
-3777.1,-3783.1,-3798.3,-3801.8
-3775.4,-3780,-3798.8,-3801.6
-3777.4,-3780,-3796.8,-3783.6
-3776.9,-3779.7,-3797.2,-3785
-3776.9,-3779.8,-3802.7,-3779.2
-3777.5,-3780.3,-3803.6,-3787
-3775.8,-3779.6,-3802.9,-3787
-3777.7,-3776.8,-3803.5,-3787
-3785.9,-3775.8,-3799.3,-3787
-3785.9,-3776.5,-3796.7,-3787
-3786.4,-3777,-3794.4,-3794.7
-3787.9,-3779.8,-3795.7,-3792.4
-3781.1,-3778.4,-3798.7,-3790.3
-3779.8,-3777.3,-3798.9,-3791
-3780.2,-3775.8,-3800.9,-3791
-3773,-3777.6,-3802.9,-3790
-3776.5,-3774.1,-3805.4,-3790
-3775.8,-3773,-3813.4,-3790
-3774.6,-3778,-3806.9,-3784.3
-3773.2,-3779.4,-3798.3,-3784.3
-3775.7,-3779.5,-3801.9,-3786.2
-3775.7,-3781.2,-3819,-3786.2
-3775.7,-3782.3,-3805.1,-3783.3
-3778.5,-3784.8,-3809.6,-3783.6
-3776.8,-3782.5,-3802.1,-3783
-3777.3,-3783.6,-3807.2,-3791.3
-3781.7,-3779.7,-3804.1,-3787
-3782.4,-3780.5,-3802.5,-3788.1
-3779.1,-3780.5,-3803.1,-3791.2
-3783.4,-3780.2,-3803.1,-3791.2
-3780.4,-3778.3,-3803.1,-3788.9
-3780.9,-3781.7,-3793.9,-3782.5
-3779.7,-3782.6,-3790.2,-3782
-3779.1,-3782.6,-3791.4,-3783.4
-3773,-3785.1,-3791.4,-3795.2
-3772.3,-3779.6,-3792.5,-3791.2
-3772.5,-3775.1,-3792.8,-3790.1
-3772.7,-3772.9,-3796.1,-3794.4
-3774,-3770.4,-3791.8,-3794.1
-3774,-3778.2,-3791.8,-3784.3
-3774,-3781.3,-3794,-3789.3
-3773.5,-3782,-3792.1,-3786.5
-3773.5,-3786.5,-3794.4,-3778.8
-3773.3,-3780.5,-3793.8,-3780.7
-3772.1,-3779.4,-3794.5,-3782
-3773.5,-3782.7,-3794.2,-3785.1
-3774.4,-3775.6,-3795.1,-3785.1
-3773.3,-3779,-3797.8,-3786.5
-3775.5,-3784.6,-3794.8,-3786.1
-3775.1,-3783.6,-3792.7,-3786.1
-3776.1,-3780.9,-3792.7,-3785.9
-3776.1,-3781.1,-3791.2,-3787.6
-3776.6,-3777.3,-3790.9,-3784.8
-3776.4,-3777.8,-3790.9,-3780.9
-3776.2,-3777.8,-3790.9,-3781.7
-3773.7,-3778.1,-3790.7,-3781.4
-3773,-3778.1,-3787.1,-3781.3
-3774.9,-3779.6,-3788.1,-3779.8
-3774.3,-3779.6,-3789.5,-3780.5
-3778.1,-3779.6,-3789.5,-3781.5
-3778.1,-3779.6,-3790.1,-3786.1
-3777.5,-3781.5,-3792.7,-3785.6
-3776.3,-3781.5,-3796.8,-3785.4
-3776.3,-3782.2,-3795.1,-3787.1
-3776.3,-3776.7,-3802.3,-3788
-3775.9,-3776.7,-3777.2,-3787
-3779.2,-3784,-3774.7,-3786.7
-3779.8,-3783.3,-3776.9,-3783.9
-3776.6,-3780.4,-3775.2,-3783.4
-3776.6,-3782.8,-3771,-3781.7
-3776.6,-3780.8,-3779,-3780.2
-3776.6,-3781.7,-3792.2,-3784
-3768.4,-3781.4,-3785.9,-3783.7
-3768.2,-3781.4,-3782.9,-3782.8
-3787.6,-3783.4,-3772.3,-3779.4
-3787,-3772.5,-3773.3,-3773.5
-3787.4,-3772.5,-3773.3,-3779.1
-3783,-3774.5,-3771.7,-3779.1
-3783,-3780.7,-3771.4,-3785.5
-3781.1,-3783.4,-3768.8,-3782.3
-3781.1,-3783.4,-3770.2,-3782.3
-3783,-3782.5,-3773.7,-3787.7
-3779.2,-3783.4,-3773.7,-3787.7
-3778.9,-3780.8,-3780,-3782.6
-3778.9,-3779.3,-3780.1,-3782.9
-3780.1,-3779.3,-3778.5,-3782.9
-3778.3,-3779.8,-3782.8,-3779.8
-3775.7,-3779.8,-3775.4,-3779.8
-3775.7,-3779.7,-3777.6,-3772.8
-3778.7,-3774.5,-3780.4,-3770.6
-3779,-3774.5,-3779.6,-3770.6
-3776.8,-3774.5,-3781.6,-3773.2
-3775.8,-3784.9,-3784.7,-3773.2
-3779.1,-3785.6,-3788,-3773.2
-3773.8,-3785.6,-3789.4,-3773.2
-3775.2,-3785.3,-3788.7,-3770.6
-3780.1,-3785.3,-3790.4,-3770.6
-3780.6,-3781.6,-3790.5,-3770.6
-3777.8,-3780.4,-3789.8,-3770.6
-3780.2,-3780.4,-3789.8,-3778.6
-3778.8,-3780.5,-3789.2,-3778.6
-3782.2,-3781.6,-3789.8,-3778.6
-3781.5,-3776.2,-3791.9,-3778.6
-3782.7,-3778.3,-3792.4,-3779.4
-3783.8,-3779.1,-3784,-3778.6
-3784,-3779.1,-3779.8,-3778.3
-3784.4,-3781.3,-3782.5,-3778.3
-3788,-3783.2,-3779.4,-3778.3
-3787.6,-3783.4,-3775.6,-3778.3
-3787.6,-3784.6,-3773,-3779
-3788.5,-3782.5,-3785,-3782.7
-3788.9,-3781.1,-3783.3,-3783.7
-3786.2,-3780,-3781.9,-3783.7
-3783,-3781.1,-3781.4,-3783.4
-3779.5,-3774.6,-3783.4,-3783.4
-3784,-3774.8,-3787.4,-3783.4
-3785.3,-3772.4,-3793,-3781.2
