-4360.780199982369,-5086.842826027387,-4443.517836939234,-4554.9869786379
-4224.482828286019,-5066.77838955395,-4321.863874064698,-4376.355617491191
-4160.471085827234,-4971.375478142212,-4113.801546257105,-4296.7890965344
-4158.314679788,-4829.63170282838,-3941.351943582494,-4276.029148241899
-4089.025025660886,-4697.373625966405,-3939.716359049531,-4261.672021472088
-4027.926430432759,-4564.671050793525,-3918.703802667401,-4253.76276577743
-3919.650132388402,-4480.895045012388,-3887.550749028396,-4250.244846718827
-3892.76197286057,-4481.773056969482,-3887.719520643086,-4084.431550600032
-3863.011550381985,-4320.083791458178,-3804.925961939925,-4078.130622720515
-3863.400062337073,-4126.063898595298,-3802.000402787399,-4078.292391027559
-3862.417222289233,-4021.888239933594,-3804.422437483251,-4025.656359600244
-3861.966234692311,-3982.752285098598,-3786.104880240438,-3974.868391938038
-3856.936068336492,-3921.066362876115,-3785.996126791643,-3964.274530583328
-3855.169905372264,-3824.480730481509,-3785.269974183747,-3924.162795048109
-3855.788787346364,-3822.89360490397,-3779.319636489437,-3923.160939986355
-3850.016165755471,-3815.308249826584,-3778.501061757714,-3883.044853263889
-3847.27572192316,-3815.308249826584,-3777.922632528835,-3871.023378037897
-3847.27572192316,-3794.746843789182,-3772.560729693566,-3849.308422533572
-3845.478648966838,-3789.776439189359,-3771.778623742607,-3850.14268854681
-3840.693839793003,-3787.100394776468,-3773.281417214985,-3813.766970933314
-3844.153150915218,-3788.024071739398,-3825.518222404953,-3805.159262229881
-3845.620430431982,-3788.024071739398,-3825.518222404953,-3802.723107008639
-3841.742684770688,-3787.532009633204,-3821.743536972866,-3786.779748433957
-3841.338853169623,-3773.646020668946,-3819.995598286976,-3798.045735172537
-3826.44595213093,-3774.214153486469,-3775.234661737069,-3798.045735172537
-3824.019109458485,-3790.127073128898,-3775.234661737069,-3798.045735172537
-3821.261678305484,-3790.127073128898,-3767.015745145648,-3798.045735172537
-3818.988757245929,-3785.977938166226,-3766.501679969128,-3784.403740288473
-3818.738019796655,-3786.708922266056,-3766.501679969128,-3783.47459176969
-3834.243209797926,-3789.125331533593,-3766.646902225396,-3783.233642145037
-3829.641479326432,-3789.369014085969,-3770.742795570447,-3782.16209845245
