"","GSM734540","GSM734541","GSM734542","GSM734543","GSM734544","GSM734545","GSM734546","GSM734547","GSM734548","GSM734549","GSM734550","GSM734551","GSM734552","GSM734553","GSM734554","GSM734555","GSM734556","GSM734557","GSM734558","GSM734559","GSM734560","GSM734561","GSM734562","GSM734563"
"CATMA3a55940",9.369784176,9.453478466,9.658229974,9.580006142,9.727769,10.00513179,9.789338734,9.294990245,10.12206107,9.792238267,10.96485181,10.55786704,11.49778647,11.82356945,11.58625891,12.223246,11.95242934,11.60120542,12.37810385,12.02682804,11.67301712,10.9359304,11.50607007,11.3806608
"CATMA3c57167",10.17956402,10.04798384,9.88142796,10.05115988,9.822629084,9.938932532,10.16429808,10.39047006,9.977593403,9.881613323,10.08248708,10.01604179,9.674997394,9.650087417,9.629695332,9.559671545,9.65731744,9.770807723,9.638703663,9.678956874,9.59926726,9.869334816,9.649987021,9.546563713
"CATMA3c57282",10.49059104,10.77490938,11.55259524,11.32769945,11.7328298,10.91732381,11.72408959,11.0109452,12.17359196,12.45237491,11.67984531,11.07925042,9.891843148,9.474612216,9.107104621,9.443150937,9.290627603,10.23638932,10.06451263,10.13251499,10.45889308,10.20953,10.71618575,11.21716985
"CATMA3c57320",12.17775214,12.81844226,12.7068112,13.03834751,12.8060378,12.57294071,11.66002403,11.82450124,11.44071391,12.62585659,11.75170619,11.72020798,11.81659145,11.73457904,11.45647739,11.03091742,10.41762629,10.39360213,9.439001859,9.437159356,9.584119692,9.717927514,9.590522047,9.858982497
"CATMA3c57577",11.52757527,12.01617512,11.82660571,11.80984612,11.76362915,12.27331514,12.15473688,12.22120302,12.3530918,12.65224558,12.71671522,12.52612769,12.40577828,11.97736872,11.8991011,11.30031593,11.46683184,11.70956812,11.35571375,11.21558007,11.36730927,11.54768955,11.74311419,11.31130015
"CATMA3c57822",12.23660776,11.54571614,11.67565076,11.62286834,11.43076042,11.47652542,11.24723657,12.01534075,11.98664012,12.00786843,11.64356803,11.44201787,11.81412837,11.37122176,11.70620514,10.57787917,10.56602612,10.60488704,10.04659605,10.03306372,10.19536672,10.36515421,10.2091658,10.10974418
"CATMA4a01565",12.48959346,12.54402468,12.60891946,12.76826171,12.84826941,12.35176337,12.51237181,12.28131553,12.51737528,12.84226023,12.97206799,12.7380271,13.03202744,13.60339471,12.87703469,12.92530144,12.87932429,12.63929848,12.3714175,12.2556796,12.11285416,12.34850143,12.28703556,12.3757184
"CATMA4a05150",10.38415704,10.73090919,10.67446489,10.80700821,10.37680518,10.50535477,10.76260761,11.26763328,10.98748384,10.94954864,11.68704864,11.58024425,12.2125626,12.75833643,12.7495553,13.11300845,12.84145971,12.25326225,13.17120938,12.78545935,12.34250948,12.71224645,12.1262091,12.17801747
"CATMA4a11410",8.964419997,9.218454261,8.612644848,8.600445219,8.817018514,8.869273429,9.124348237,9.136553956,9.67079531,10.09499172,11.23163806,10.69167203,11.91914824,11.74953647,11.55349453,11.38315833,11.26630547,10.89051654,11.58551826,10.95648453,11.28203412,10.73663396,11.59533344,11.24889686
"CATMA4a13955",12.48597086,13.08186323,13.70582882,13.35731773,13.77337272,12.90803003,13.84441969,12.45074081,13.73731365,13.78158005,13.10130744,12.67317315,10.75485658,10.56298581,10.25199698,10.70789236,10.38276313,11.34320188,11.26055586,11.28000285,11.55122172,11.51348706,11.68967,12.48872307
"CATMA4a14910",12.11876193,12.43139296,12.60213506,12.28322165,12.54441478,12.53375731,12.34368031,12.26111609,12.26028038,12.03715702,12.10815965,11.95936651,11.76156997,11.90770737,11.85440807,11.80302903,11.74367377,11.78707215,11.74515413,11.63627077,11.95371978,11.67541679,11.94907632,12.177516
"CATMA4a18523",8.779382385,8.7897927,8.362520273,8.104754481,7.960524052,8.380233892,8.365048133,8.172849101,8.622176961,8.301848591,9.516329574,9.210481882,10.33794726,10.0694429,9.990831071,9.849755298,9.536656671,9.521465646,10.73082369,10.10498965,10.30074389,9.255652277,10.50047207,9.992710625
"CATMA4a18890",10.62734962,10.58801604,10.5846421,10.56488354,10.75627664,11.31438179,11.42692128,11.6020972,11.51431136,10.70344894,9.991866935,9.65633879,9.48531368,9.278031016,9.703125418,9.168259388,9.210655319,9.773040849,9.749563302,9.449115505,9.149594658,9.446650552,9.218515553,8.83297904
"CATMA4a23670",11.71078493,11.76669671,12.22044635,12.37723471,11.87407365,11.9943448,12.18618225,12.64732048,12.36913699,12.46936695,12.93236791,12.69844637,13.06775728,13.76249591,13.9247813,14.28656553,14.03756417,13.48200212,14.35541335,14.24323722,13.95487272,14.13309155,13.53363687,13.74790339
"CATMA4a24645",7.786180014,7.732252493,8.693830663,10.55387877,11.58117191,10.29037929,11.24804391,10.53581491,10.37931584,11.22551609,10.15883193,8.336250999,8.71741866,8.901264006,8.518618048,10.08663228,9.704067643,10.1546381,9.817903984,9.053981731,9.101001504,9.623381154,9.141488361,9.222290963
"CATMA4a25620",10.08209453,9.679981941,9.375477934,8.967435631,9.235851316,9.195309291,9.35972114,9.355619064,9.555707835,9.468608948,10.24623254,10.01337614,11.0183437,10.28202005,9.618209114,8.783001611,8.673311176,8.664546794,8.322932477,8.184999166,8.405214315,8.308390409,8.593811038,7.928061489
"CATMA4a25630",10.78806838,10.43475505,10.22008163,9.843508555,10.09730607,10.07942524,10.32214928,10.1545012,10.49630003,10.13528782,10.90833125,10.49321514,11.69772406,11.15082062,10.43207441,9.815446098,9.296129493,9.511384042,9.202606752,9.26713835,9.247718233,9.197176083,9.492535698,9.315199678
"CATMA4a27664",9.094303814,8.937410657,9.476622239,9.442374643,9.272593401,9.051623964,8.834701003,8.489993535,8.370489789,9.145534051,9.405842068,8.426887913,9.67294383,10.04528183,10.04166734,10.65345077,10.22442275,10.06700023,10.75379335,10.45817708,9.903612885,9.735576037,9.57721849,9.661029671
"CATMA4a33440",10.92043862,10.08740193,10.02822015,9.856348836,10.26822914,9.764588842,9.805234949,10.11914966,10.0349088,9.664174375,9.166596805,9.236460725,9.951688491,8.926294157,8.72471513,8.774747879,8.622729632,8.870152336,8.840525228,8.802641571,8.628884376,8.750511006,8.586801401,8.343486441
"CATMA4a34150",10.2769003,9.318537586,9.699840201,9.359434723,9.905471991,9.312207822,9.089693641,8.52874267,8.790086772,8.957604346,8.409958738,8.58939339,7.953631858,8.384178098,7.558874785,8.369726818,8.069275748,8.760704447,8.213835452,8.377662914,8.651978103,8.47940271,7.926442618,8.089842387
"CATMA4a35150",10.7653262,10.86224338,10.49038078,10.58640998,10.41142915,10.40764341,10.38661385,10.4661071,10.4086074,10.24872719,11.29216545,11.49839484,12.25307115,12.06729705,11.61076561,11.16490146,11.45819195,11.1136072,11.38828903,11.39667145,11.48091506,11.1848127,11.49389136,11.1108383
"CATMA4a40490",8.252619142,7.598968713,8.230983354,7.659529422,8.043417282,7.754193113,7.835408831,7.220374506,7.597831935,7.874121185,8.111801121,8.331580947,9.041340694,8.792925361,8.606689196,8.021613355,8.289644789,8.428078512,8.598085493,8.592095505,8.691348108,8.22863113,8.578551633,8.563231342
"CATMA4a40500",9.235503025,8.464954624,8.874479298,8.475708298,8.694662975,8.003437751,8.345290427,7.614378635,8.273917593,8.524325277,9.489212735,9.446065679,10.63255885,10.10679513,9.633910127,9.219006506,9.578391414,9.312742116,9.031357566,9.020100813,9.215382455,8.835848384,9.491833072,8.647319147
"CATMA4a40790",8.625933097,8.720535894,8.414383718,8.751895245,8.895833299,8.75079028,8.754328542,8.633257344,8.691520054,8.826026287,8.687974005,8.798425623,8.530771647,9.041633569,8.647339149,8.986916561,8.695838422,8.725580519,8.609100507,8.7866949,8.833872427,8.469572537,8.651668332,8.827004857
"CATMA4c42028",10.39293182,10.63766757,10.96411983,10.77248411,11.05988584,10.62960672,10.62566226,10.22669493,10.49953133,10.92788338,11.15331448,10.59247844,11.14554572,11.50480653,11.03710423,11.03059706,11.32256638,10.75940008,10.92473171,10.89092296,10.95163082,10.33870363,10.53280423,10.76230613
"CATMA4c42475",6.860458172,7.261114607,6.945336087,7.005466341,6.101125291,6.938911878,6.999065152,6.768013796,7.092662542,7.146713968,6.576592065,6.251007881,6.586728264,7.375756923,7.052244763,7.635800358,7.150063243,6.746682535,7.206329174,6.749264468,5.831677041,7.373111814,7.130623583,6.675758565
"CATMA4c42596",11.98296343,11.47099879,11.42079139,11.36147679,11.34296503,11.294781,11.22781096,11.18738228,11.18993588,11.39867982,10.54719973,10.83979954,9.789804808,9.062365114,10.13327335,10.07208638,9.858884235,10.28614459,9.86258377,10.04582893,10.06176646,10.01205887,9.972248189,10.15366818
"CATMA5a04375",10.54764633,10.39762162,10.46375992,9.964357337,10.58455292,10.4194941,10.00919275,9.411201136,9.826734861,10.25109778,9.899117303,9.119003875,8.899107572,8.723966126,8.401250475,8.746949808,8.565714282,9.323776203,8.787358709,8.940915619,9.073911093,8.768372647,8.848738669,8.789665426
"CATMA5a04910",9.877533698,9.839497775,9.588869322,9.213627303,9.772659297,9.556389791,9.466395497,9.401407569,10.35454808,9.757522181,11.03281183,10.70932674,11.69477993,11.79315011,11.58475659,11.57071815,11.7934683,11.59529852,11.31422524,11.3921879,11.44470309,10.73249797,11.79476059,11.37342001
"CATMA5a05150",7.11393509,7.533213064,7.880554982,8.816970152,8.471154943,9.442656639,9.367231085,9.154170144,9.120343845,9.403789394,9.236051569,8.982334985,7.546578977,7.190534592,7.158023258,7.891900227,6.593022564,7.903620874,7.121519517,7.813434031,7.270657567,7.730595747,7.714416308,7.993517543
"CATMA5a06070",8.801040142,9.064818106,9.194890653,9.333980208,9.24174081,9.6910321,9.807788935,9.679741839,9.377847147,9.411673617,9.150839156,9.386139802,8.826400307,8.583696936,8.314805056,7.776235172,8.206744528,8.434664514,8.472231729,8.528259892,8.187209995,7.523461666,7.921995985,8.913482905
"CATMA5a06130",9.281577483,9.237457495,9.184349506,9.176678333,9.046001782,9.237012341,9.361913598,9.4277326,9.406595757,9.429078613,8.459919767,8.931241467,8.597591251,8.607479113,8.90296145,8.856055887,8.770035554,8.376362677,8.540891503,8.583422434,7.443165497,8.232199303,7.952816186,8.150015781
"CATMA5a06925",9.547331488,9.364467589,9.274321655,9.635233367,9.794894267,9.644985026,9.657930765,10.30678406,9.931173325,9.945052395,9.260075512,9.059896309,8.235816585,7.679329915,7.715120599,7.740152972,7.764783504,7.707749171,7.855497991,7.935931952,7.279944118,7.700549834,7.984562995,8.116119846
"CATMA5a11100",9.304421691,9.275461765,9.103225023,9.050467064,9.06556255,9.319177036,9.361531042,9.485551895,9.238833826,9.628052777,9.459463765,9.275774079,9.489999432,9.571469239,9.574660289,9.846611174,9.515348254,9.474842321,9.434373138,9.605113709,9.797652662,9.753787508,9.194110455,9.810739711
"CATMA5a11290",10.24419705,10.32147294,9.948018364,10.09317259,10.09246244,10.12770213,10.78666639,11.4426335,11.9843878,12.22837918,13.96442542,13.77477812,14.87759089,15.19714442,15.40612353,14.84471987,14.86168489,14.64198599,14.86646608,14.96740918,14.81809691,14.55462396,14.639676,14.56475618
"CATMA5a12660",8.156748711,8.091871076,8.447216785,7.695345301,8.084171911,8.387943987,8.347392099,8.087437203,8.171703991,7.797178624,8.770823059,9.069950748,8.898090222,9.355153848,9.689285676,9.651333502,9.59264845,9.317778338,9.922595881,9.754043412,9.560745093,9.85920308,9.671655679,9.652052481
"CATMA5a20495",10.87608095,11.78520438,11.66991911,11.93387106,11.70697407,11.25235398,12.18550074,12.3064284,12.49679555,12.47776216,11.48877007,11.15122834,9.639636261,9.066327569,7.667440426,8.811478217,8.331175669,9.152710591,9.608319941,9.180321992,9.103279687,9.804893486,9.937415419,10.76624713
"CATMA5a23070",13.63748719,13.54267748,13.36414574,12.95372826,12.81267045,13.45945243,13.75163036,13.12399648,14.51417463,13.77988013,14.86005553,14.90636002,15.44505671,15.46954801,15.32136819,15.51452865,15.21857754,15.13031029,15.32564005,15.28999369,15.22433799,14.80250777,15.0334014,14.97401387
"CATMA5a35200",9.16366549,9.013604054,9.198459824,9.046120704,8.47957577,8.812314235,9.350575687,10.05208504,10.67306725,9.845500079,11.14780618,11.02265416,11.87446208,12.47783068,12.35565743,12.54314667,12.21409727,12.03539747,12.11995204,11.88683603,11.46832051,11.64441915,11.40301315,11.07746332
"CATMA5a40970",10.07283502,9.868343629,10.12344958,10.06569044,9.935313772,10.44168566,10.14402827,10.28907983,10.49650176,10.28461103,10.53397044,10.32117491,10.8559092,10.88364205,10.78413473,10.12359105,10.57564692,10.64722491,10.1856449,10.44594502,10.37630107,10.01896392,10.44299358,10.27399465
"CATMA5a41290",8.651685595,8.370911789,8.347710053,8.805147111,8.786610351,8.817108443,8.799202035,9.099802449,9.191056112,7.666126597,8.426422882,9.040202734,9.267140159,8.950488729,8.470140123,8.265604427,8.771186128,8.753261316,8.544867198,8.616160074,8.763296261,7.782582241,9.178807609,8.525334231
"CATMA5a41900",9.138829179,8.95652512,8.952852648,8.801349092,9.102745487,8.582434839,8.822877808,8.609670456,9.032842654,9.315496128,9.458173178,9.95654764,10.19545785,10.40151387,10.62026741,10.50267702,10.75433452,10.45096765,10.60145848,10.89815029,10.70414915,10.41876022,10.84225051,10.41295425
"CATMA5a42310",8.822932233,8.689996073,8.730102534,8.232578921,8.349452105,8.645350591,8.820715416,8.236033987,9.468163712,8.426341529,8.431184145,8.560388753,8.474293804,8.191814897,8.003087695,8.081889929,7.301441878,8.275157243,7.929420957,7.267755587,8.319327171,7.875162576,8.239694145,8.242852527
"CATMA5a42340",9.135862067,8.489636783,9.076449872,9.146752036,9.011161501,8.777308961,8.963673272,9.577045032,9.618776204,9.444175648,9.230356159,9.262383169,10.08163377,10.40158325,9.964927928,9.801932029,9.900130523,9.454250474,9.671699785,9.820871509,9.617026014,9.34265398,9.460577003,9.36685684
"CATMA5a42350",8.672930617,8.542582819,8.591405685,8.608350775,8.895260947,8.359526494,8.762427838,8.869760123,9.266559191,8.933865185,9.192444204,8.99942391,9.499320616,9.883194989,9.606296414,9.623139302,9.616696897,9.049825576,9.499090434,9.380667786,9.162000922,8.694306787,9.258099766,9.403096596
"CATMA5a43215",9.729838527,10.1777919,9.856136177,9.74372176,9.513179342,9.702937243,9.837732236,9.711018393,10.56783343,10.49400068,12.14100482,11.91460604,12.41421485,12.06427389,11.49212828,12.09510773,11.7673076,11.26341636,11.75345338,11.46197648,11.44969888,11.16959783,11.70274001,11.5424086
"CATMA5a49070",13.61570721,13.75235884,13.41941324,13.05499124,12.97837457,13.85480721,14.12410516,14.28021393,14.01623224,12.450115,12.73606942,12.58184403,12.04557971,12.22213799,12.58347726,12.35472568,12.28428987,12.82580694,12.44376173,12.60115405,12.14745494,12.46232198,11.90635859,12.1965252
"CATMA5a50880",9.976133208,10.27765019,10.20942714,10.33612289,10.04957508,9.996444377,10.17321712,10.68365458,10.53447099,10.49577135,11.34521262,11.20299361,12.23254795,12.48078323,12.16026872,11.59966222,11.73052928,10.94628431,11.23067781,11.36407921,11.06999015,11.18393437,11.10820996,11.17337226
"CATMA5a51880",11.09723329,10.34529101,10.21885061,10.14418276,10.34252733,9.879075086,9.991450683,10.19291396,10.1577401,10.67009609,10.13076263,10.4039565,10.62007277,10.46466897,10.39695379,10.30368451,10.38723198,10.13369094,9.968812669,10.19891132,10.11229895,10.28048666,10.10069041,10.10825179
"CATMA5a52795",7.398262026,7.543897968,8.211295645,8.025066322,7.943495627,7.851036595,8.125474766,7.748352795,7.729724982,7.956373996,8.392601951,8.335263195,8.79146591,8.781806391,8.733701177,8.761067167,8.694974197,8.279668386,8.325145539,8.595456925,8.299387208,8.142882371,8.40634734,8.514161518
"CATMA5a56920",7.246689791,7.198872832,6.543409183,6.794373128,7.046818642,7.301745261,7.012828753,6.88357034,7.043758571,7.509441518,7.313265819,6.392806632,6.461487691,7.204284111,7.661066772,7.407517707,6.765976708,6.599357206,4.836288949,5.853408133,6.712959358,6.828575919,6.70489661,7.164886759
"CATMA5a57060",10.43701895,11.17243272,11.38192606,11.62291007,11.40290503,11.45213216,11.61068684,11.66537653,11.11222809,11.47987065,10.25133632,9.979260708,7.272303978,8.04407438,7.928600622,7.927880465,8.442691636,8.709360371,7.734842757,8.605823608,8.132735916,9.094542091,8.775496366,9.680077161
"CATMA5a59560",9.806913362,10.80673,11.1315494,11.98573596,11.81611922,11.38658815,11.68341541,12.02408197,11.51005251,11.382132,11.18426891,10.98862621,11.06582741,11.04076102,10.15147266,10.50236027,10.33231661,10.09052542,9.983896712,10.28887799,10.01321077,9.897467733,9.594724852,10.72510752
"CATMA5a60200",10.63725059,10.05681186,9.171522212,9.137386126,8.919394818,8.917863427,8.803221974,8.735295876,9.066346017,8.920607403,9.625085729,9.919663883,10.40784456,10.45803058,10.63721548,10.53528774,10.57773508,9.97871825,10.78649961,10.57487533,10.49274533,9.97032059,10.31538221,9.926820063
"CATMA5a60330",7.711297385,8.414076032,8.352631305,8.517638435,7.802509531,8.623015307,8.657561423,8.729898234,8.65219747,8.600754287,9.990892396,9.643517217,11.23252394,11.25204109,10.83695755,10.47308247,9.754150435,9.523479489,10.81030713,9.811474177,10.36446387,10.2784285,10.99392917,10.50241184
"CATMA5a62305",9.057370539,9.587187229,9.347039837,9.243734105,8.822108183,9.147028778,9.026727419,9.219442749,8.884686887,8.351553812,9.157823914,9.311178568,8.88665003,8.719643837,7.601788581,8.027864409,8.212822078,8.34613812,8.815817982,7.592717215,7.969318374,8.356446466,8.057905162,8.487632309
"CATMA5c64139",8.140735884,8.187303352,7.779388542,7.828960525,7.772603631,8.177722896,8.451054547,8.09187196,8.819188673,8.425438792,8.225135213,8.312394576,9.372033412,9.089174493,9.106573434,8.898440726,8.532817185,8.043239146,8.406060744,8.381359576,8.25138167,8.370129592,8.471483033,8.210445422
"CATMA5c64429",12.20718661,12.09359623,12.16488142,11.44271328,11.42290764,12.13127577,12.46188324,11.72252658,13.15805715,12.4439125,13.465718,13.17876916,13.89176951,14.22137639,13.97609454,14.79130495,14.35065529,14.22202087,14.13321723,14.07710131,14.24848434,13.49196679,13.73888374,13.29586152
"CATMA5c64767",8.04591674,7.412600093,8.245169581,8.00951496,8.181294556,8.16224506,8.328036021,7.87346093,8.443390308,7.832470427,8.921309757,8.161567845,9.248057309,9.009670549,9.10714645,9.165039256,9.04596986,8.885434142,9.062648859,8.924197428,8.742262833,8.51223102,8.644781032,8.465224806
"CATMA5c65068",8.074031369,8.400290939,7.781072932,7.150504746,7.447730211,7.065978676,7.12253899,7.249365358,7.801159423,8.188056831,7.862556494,7.700989491,7.630321422,7.101911281,7.229489134,6.789538973,7.076506858,7.178072332,7.622103095,7.359897695,7.036026301,7.666328796,7.068527803,7.198984925
"CATMA5c65122",8.894572441,9.231023765,8.963794492,8.998188198,8.856959187,9.100277388,9.073917248,8.771286556,9.161687983,9.504031858,9.677505952,9.841072379,9.389593933,9.752503074,9.409481973,10.49377985,10.34102683,10.29300403,10.25029189,10.86164379,11.01198769,10.92298956,11.13632914,11.40667866
"CATMA5c65156",10.07076767,10.19054265,10.13535645,10.13690572,9.698205346,9.936384577,9.955113695,9.73462518,9.433089581,9.211950739,9.948650445,10.05332702,9.306340583,9.530258882,9.603265819,9.610774371,9.749517437,9.601352347,9.34325823,9.365499688,9.092473805,9.09018115,9.066781174,9.607689733
