1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,1,3,4,5,6,7,8,9,10,11,12,17,16,15,14,13,18,19,20,21,22,23,24
2,1,3,4,5,6,11,8,7,9,10,12,24,23,22,21,20,19,18,13,14,15,16,17
2,1,6,5,4,3,11,12,10,9,7,8,24,23,22,21,20,14,13,18,19,15,16,17
2,1,6,5,4,3,11,10,12,9,7,8,24,23,22,21,20,14,13,18,19,15,16,17
4,5,6,1,2,3,11,10,12,9,7,8,24,23,14,20,21,22,13,18,19,15,16,17
6,5,4,1,2,3,11,10,12,9,7,8,24,14,20,21,23,22,13,18,19,15,16,17
6,5,4,1,2,3,11,10,12,9,7,8,24,14,20,21,23,22,13,18,19,15,16,17
6,5,4,1,2,3,11,10,12,7,9,8,24,14,20,21,23,22,13,18,19,15,16,17
6,5,4,1,2,3,11,10,12,7,9,8,24,20,14,21,23,22,13,18,19,16,15,17
1,4,5,6,2,3,11,10,12,9,7,8,24,20,14,21,23,22,13,18,16,19,15,17
1,5,4,6,2,3,11,10,12,8,7,9,24,20,14,21,23,22,13,18,16,19,15,17
1,5,4,6,2,3,11,10,12,8,7,9,24,20,14,21,23,22,13,16,18,19,15,17
2,6,4,5,1,3,11,10,12,8,7,9,24,20,14,21,23,22,13,16,18,19,15,17
2,6,4,1,5,3,11,10,12,8,7,9,24,20,14,21,23,22,13,16,18,19,15,17
2,6,4,3,5,1,11,10,12,8,7,9,24,20,14,21,23,22,13,16,18,19,15,17
2,1,5,3,6,4,11,10,12,8,7,9,24,14,20,21,23,22,13,19,18,16,15,17
2,1,5,3,6,4,11,10,12,8,7,9,24,14,20,21,23,22,19,13,18,16,15,17
2,1,3,5,4,6,11,10,12,8,7,9,24,14,20,21,23,22,19,13,18,16,15,17
2,1,3,5,4,6,11,10,12,8,7,9,14,24,20,21,23,22,19,13,18,16,15,17
2,1,3,5,4,6,11,10,12,8,7,9,14,24,20,21,23,22,19,13,18,16,15,17
2,1,3,5,4,6,11,10,12,8,7,9,14,24,20,21,23,22,19,13,18,16,15,17
2,1,3,5,4,6,11,10,12,8,7,9,14,24,20,21,23,22,19,18,13,16,15,17
2,1,3,5,4,6,11,10,12,8,9,7,24,14,20,21,23,22,19,18,13,16,15,17
2,1,3,5,4,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,13,16,15,17
2,1,3,5,4,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,13,16,15,17
2,5,3,1,4,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,5,3,1,4,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,5,3,1,4,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,5,3,1,4,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,5,3,4,1,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,16,15,13,17
2,5,3,4,1,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,16,15,13,17
2,5,3,4,1,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,16,15,13,17
2,5,3,1,4,6,11,10,12,8,9,7,24,14,20,22,23,21,19,18,16,15,13,17
2,5,3,6,4,1,11,10,12,8,9,7,24,14,20,23,22,21,19,18,16,15,13,17
2,5,3,6,4,1,11,10,12,8,9,7,24,14,20,23,22,21,19,18,16,15,13,17
2,5,3,6,4,1,11,10,12,8,9,7,24,14,20,23,22,21,19,18,16,15,13,17
2,5,3,6,4,1,11,10,12,8,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,6,4,1,11,10,12,8,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,6,4,1,11,12,10,8,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,10,8,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,10,8,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,10,8,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,10,8,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,10,8,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,10,8,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,23,22,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,5,3,4,6,1,11,12,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,5,3,4,6,1,12,11,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,3,5,4,6,1,12,11,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,3,5,4,6,1,12,11,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
3,2,5,4,6,1,12,11,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
3,2,5,4,6,1,12,11,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
3,2,5,4,6,1,11,12,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
3,2,5,4,6,1,11,12,8,10,9,7,24,20,14,22,23,21,19,18,16,13,15,17
3,2,5,4,6,1,11,12,8,10,9,7,24,20,14,22,23,21,19,18,16,13,15,17
2,3,5,4,6,1,11,12,8,10,9,7,24,20,14,22,23,21,19,18,16,13,15,17
2,3,6,4,5,1,11,12,8,10,9,7,24,20,14,22,23,21,19,18,16,13,15,17
2,3,6,5,4,1,11,12,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,3,6,5,4,1,11,12,8,10,9,7,24,14,20,22,23,21,19,18,16,13,15,17
2,3,6,5,4,1,11,12,8,10,9,7,24,20,14,22,23,21,19,16,18,13,15,17
2,3,4,5,6,1,11,12,8,10,9,7,24,20,14,22,23,21,19,16,18,13,15,17
2,3,4,5,6,1,11,12,8,10,9,7,24,20,14,22,23,21,19,16,18,13,15,17
2,3,4,5,6,1,11,12,8,10,9,7,24,20,14,22,23,21,19,16,18,13,15,17
2,3,5,4,6,1,11,12,8,10,9,7,24,20,14,22,23,21,19,16,18,13,15,17
2,3,5,6,4,1,11,12,8,10,9,7,24,20,14,22,23,21,19,16,18,13,15,17
2,3,5,1,4,6,11,12,8,10,9,7,24,20,14,22,23,21,19,16,18,13,15,17
2,3,5,1,4,6,11,12,8,10,9,7,24,20,14,22,23,21,19,16,18,13,15,17
2,3,5,1,4,6,11,12,10,8,9,7,24,20,14,22,23,21,19,16,18,13,15,17
2,3,5,1,4,6,11,12,10,8,9,7,24,22,14,20,23,21,19,16,18,13,15,17
2,3,5,1,6,4,11,12,10,8,9,7,24,22,14,20,23,21,19,16,18,13,15,17
2,3,5,1,6,4,11,12,10,8,9,7,24,22,14,20,23,21,19,18,16,13,15,17
2,3,5,4,6,1,11,12,10,8,9,7,24,22,14,20,23,21,19,18,16,13,15,17
2,3,5,4,6,1,11,12,10,8,9,7,24,14,22,20,23,21,19,18,16,13,15,17
2,3,5,4,6,1,11,12,10,8,9,7,24,14,22,20,23,21,19,18,16,13,15,17
2,3,5,4,6,1,11,12,10,8,9,7,24,14,22,20,23,19,21,18,16,13,15,17
2,3,5,4,6,1,11,12,10,8,9,7,24,14,22,20,23,19,21,18,16,13,15,17
2,3,5,4,6,1,11,12,10,8,9,7,24,14,22,20,23,19,21,18,16,13,15,17
2,3,5,4,6,1,11,12,10,8,9,7,24,14,22,20,23,19,21,18,16,13,15,17
2,3,5,6,4,1,11,12,10,8,9,7,24,14,22,20,23,19,21,18,16,13,15,17
2,3,5,6,4,1,11,12,10,8,9,7,24,14,22,20,23,19,21,18,16,13,15,17
2,3,5,6,4,1,11,12,10,8,9,7,24,14,22,20,23,19,21,18,16,13,15,17
2,3,5,6,4,1,11,12,10,8,9,7,24,20,22,14,23,19,21,18,16,13,15,17
2,3,5,6,4,1,11,12,10,8,9,7,24,20,22,14,23,19,21,18,16,13,15,17
2,3,5,6,1,4,11,12,10,8,9,7,24,20,14,22,23,19,21,18,16,13,15,17
2,3,5,4,1,6,11,12,10,8,9,7,24,20,14,22,23,19,21,18,16,13,15,17
2,3,5,4,1,6,11,12,10,8,9,7,24,20,14,22,23,19,21,18,16,13,15,17
