51,5.20224358101946
60,4.33755714512978
69,3.69607130559128
78,3.69544627235287
87,4.09206488784419
96,3.90174349221866
105,3.38521996539751
114,2.30321851739833
123,1.72577704893398
132,1.49791275990108
141,1.4274393012221
150,1.32271853220777
159,1.21757905797585
168,1.14706163938898
177,1.08801981775855
186,1.08575311552436
195,1.10729262048706
204,1.09067593222503
213,1.08332005319145
222,1.0995236652085
231,1.11536032269334
240,1.10386022445894
249,1.1349198283588
258,1.18333673218204
267,1.18764560512966
276,1.20164519287573
285,1.20729996605525
294,1.2339954645752
303,1.22462739601772
312,1.22637907598791
321,1.19800880590257
330,1.17799646917317
339,1.17025303163668
348,1.16337291713878
357,1.14507029639026
366,1.10205029539518
375,1.08172088501511
384,1.07785651191749
393,1.08395581952591
402,1.08074423181565
411,1.07622470034845
420,1.06520660992828
429,1.05231523123882
438,1.0478011733716
447,1.05101770499431
456,1.05491771504167
465,1.0472507624128
474,1.05042823616768
483,1.04763903225229
492,1.03930470668452
501,1.03806520842961
510,1.03302217966304
519,1.03516929631737
528,1.03448102200543
537,1.02985673983338
546,1.02365523371863
555,1.01750337001995
564,1.01498127127014
573,1.0157795902379
582,1.01613634361989
591,1.01636849428358
600,1.01620470674022
609,1.01531087528006
618,1.01634670941331
627,1.01101212059682
636,1.01312479765729
645,1.01536868187014
654,1.01705505683117
663,1.01785833831358
672,1.01519736041558
681,1.01457572598508
690,1.01395988810278
699,1.01597008578431
708,1.01891218845418
717,1.0192700812905
726,1.01956324548889
735,1.02088808247915
744,1.02502851760864
753,1.02704462656902
762,1.03417128357398
771,1.03908078590174
780,1.03834821049852
789,1.03190313556774
798,1.03048330801373
807,1.02645890297865
816,1.02311876394628
825,1.01974088257923
834,1.01670040673851
843,1.01944837917683
852,1.02229760185395
861,1.03044845674592
870,1.04529290593026
879,1.05197858822381
888,1.06053310371949
897,1.0737430498035
906,1.08375747187854
915,1.08805824974263
924,1.08179386149868
933,1.07822455992534
942,1.07296116689874
951,1.06690137100174
960,1.06397152275178
969,1.06395405327939
978,1.06139095745891
987,1.05814056369239
996,1.05599904184451
1005,1.05166231343254
1014,1.04955632719255
1023,1.05010890660761
1032,1.05178437405827
1041,1.04667648256621
1050,1.04185523675419
1059,1.03634210534468
1068,1.03787605571114
1077,1.03897194012978
1086,1.03735785172462
1095,1.03448693834704
1104,1.03289181773753
1113,1.0348311934758
1122,1.03563943287432
1131,1.03372195722303
1140,1.03137433021981
1149,1.03123613269173
1158,1.03286831632567
1167,1.0331117040806
1176,1.03275143032375
1185,1.03849294741075
1194,1.04551725523083
1203,1.04671961006494
1212,1.04965193183244
1221,1.05354765014742
1230,1.05544778329399
1239,1.05790271774119
1248,1.05879763408915
